index,positive,negative,polarity
0,0.281036376953125,0.166351318359375,0.11468505859375
1,0.3982963562011719,0.11054611206054688,0.287750244140625
2,0.35005950927734375,0.13249969482421875,0.217559814453125
3,0.36032867431640625,0.119659423828125,0.24066925048828125
4,0.3125495910644531,0.13187789916992188,0.18067169189453125
5,0.3438835144042969,0.1413726806640625,0.20251083374023438
6,0.40167999267578125,0.12401199340820312,0.2776679992675781
7,0.3434638977050781,0.12921142578125,0.21425247192382812
8,0.36220550537109375,0.13153457641601562,0.23067092895507812
9,0.3186073303222656,0.14165115356445312,0.1769561767578125
10,0.22465896606445312,0.22478866577148438,-0.00012969970703125
11,0.32792091369628906,0.15936279296875,0.16855812072753906
14,0.38782501220703125,0.08701324462890625,0.300811767578125
15,0.34122276306152344,0.11563873291015625,0.2255840301513672
16,0.36904144287109375,0.1037445068359375,0.26529693603515625
17,0.2987651824951172,0.136199951171875,0.1625652313232422
18,0.273223876953125,0.18045806884765625,0.09276580810546875
19,0.2900409698486328,0.15912628173828125,0.13091468811035156
20,0.29851341247558594,0.14817047119140625,0.1503429412841797
21,0.27707481384277344,0.18087005615234375,0.09620475769042969
22,0.3146858215332031,0.16120147705078125,0.15348434448242188
23,0.317352294921875,0.1623382568359375,0.1550140380859375
24,0.3755340576171875,0.12766265869140625,0.24787139892578125
25,0.32527923583984375,0.1619720458984375,0.16330718994140625
26,0.32470703125,0.16461181640625,0.16009521484375
27,0.3190956115722656,0.1859588623046875,0.13313674926757812
28,0.3421802520751953,0.16492462158203125,0.17725563049316406
29,0.3134498596191406,0.13943099975585938,0.17401885986328125
30,0.346221923828125,0.12347030639648438,0.22275161743164062
31,0.3358497619628906,0.12839508056640625,0.20745468139648438
32,0.4664115905761719,0.08183670043945312,0.38457489013671875
33,0.4190959930419922,0.10549163818359375,0.31360435485839844
34,0.38787841796875,0.09386825561523438,0.2940101623535156
35,0.3188915252685547,0.1282501220703125,0.1906414031982422
36,0.3436012268066406,0.12782669067382812,0.2157745361328125
37,0.29282379150390625,0.1322479248046875,0.16057586669921875
38,0.3178367614746094,0.16228485107421875,0.15555191040039062
39,0.3508148193359375,0.11997222900390625,0.23084259033203125
40,0.3018531799316406,0.1604461669921875,0.14140701293945312
41,0.305206298828125,0.10279083251953125,0.20241546630859375
42,0.3295001983642578,0.11663055419921875,0.21286964416503906
43,0.3029613494873047,0.10294342041015625,0.20001792907714844
44,0.35899925231933594,0.1069183349609375,0.25208091735839844
45,0.3509674072265625,0.09329986572265625,0.25766754150390625
46,0.3578815460205078,0.10149383544921875,0.25638771057128906
47,0.3994789123535156,0.09283447265625,0.3066444396972656
48,0.4410667419433594,0.08727645874023438,0.353790283203125
49,0.40289306640625,0.07985305786132812,0.3230400085449219
50,0.43750762939453125,0.08457183837890625,0.352935791015625
51,0.4619483947753906,0.06898117065429688,0.39296722412109375
52,0.41153717041015625,0.07602500915527344,0.3355121612548828
53,0.3805580139160156,0.14290618896484375,0.23765182495117188
54,0.3141517639160156,0.21692276000976562,0.09722900390625
55,0.3996391296386719,0.09833717346191406,0.3013019561767578
56,0.3873138427734375,0.1144866943359375,0.2728271484375
57,0.369598388671875,0.113616943359375,0.2559814453125
58,0.37462425231933594,0.11021041870117188,0.26441383361816406
59,0.24464797973632812,0.2032451629638672,0.04140281677246094
60,0.22997093200683594,0.21412277221679688,0.015848159790039062
61,0.23795509338378906,0.17821884155273438,0.05973625183105469
62,0.27881622314453125,0.1476287841796875,0.13118743896484375
63,0.2826728820800781,0.20023345947265625,0.08243942260742188
64,0.3166065216064453,0.16573333740234375,0.15087318420410156
65,0.37784576416015625,0.078521728515625,0.29932403564453125
66,0.40314292907714844,0.08519363403320312,0.3179492950439453
67,0.31280517578125,0.163543701171875,0.149261474609375
68,0.33400726318359375,0.15259552001953125,0.1814117431640625
69,0.31768035888671875,0.1540679931640625,0.16361236572265625
70,0.25214195251464844,0.1139068603515625,0.13823509216308594
71,0.3171539306640625,0.12911224365234375,0.18804168701171875
72,0.3018970489501953,0.11859893798828125,0.18329811096191406
73,0.35400390625,0.14279937744140625,0.21120452880859375
74,0.3869209289550781,0.12172698974609375,0.2651939392089844
75,0.3284492492675781,0.1150054931640625,0.21344375610351562
76,0.35044097900390625,0.09204483032226562,0.2583961486816406
77,0.3204822540283203,0.12602996826171875,0.19445228576660156
78,0.31195068359375,0.15058135986328125,0.16136932373046875
79,0.3435516357421875,0.13266372680664062,0.21088790893554688
80,0.29608917236328125,0.14832305908203125,0.14776611328125
81,0.3328361511230469,0.14429473876953125,0.18854141235351562
82,0.30428123474121094,0.11733245849609375,0.1869487762451172
83,0.3270111083984375,0.156280517578125,0.1707305908203125
84,0.4208946228027344,0.11295700073242188,0.3079376220703125
85,0.35345458984375,0.141510009765625,0.211944580078125
86,0.365997314453125,0.11627197265625,0.249725341796875
87,0.436737060546875,0.085205078125,0.351531982421875
88,0.41761016845703125,0.1085052490234375,0.30910491943359375
89,0.30530548095703125,0.17577362060546875,0.1295318603515625
90,0.3108406066894531,0.151947021484375,0.15889358520507812
91,0.2739124298095703,0.18597412109375,0.08793830871582031
92,0.3617382049560547,0.13440704345703125,0.22733116149902344
93,0.36003875732421875,0.12110137939453125,0.2389373779296875
94,0.3103351593017578,0.1746826171875,0.1356525421142578
95,0.37454986572265625,0.134368896484375,0.24018096923828125
96,0.3210887908935547,0.19826507568359375,0.12282371520996094
97,0.28472137451171875,0.1715240478515625,0.11319732666015625
98,0.2642631530761719,0.1907958984375,0.07346725463867188
99,0.2940559387207031,0.15711212158203125,0.13694381713867188
100,0.3690910339355469,0.11861419677734375,0.2504768371582031
101,0.3292102813720703,0.13150787353515625,0.19770240783691406
102,0.29994964599609375,0.1312885284423828,0.16866111755371094
103,0.3329906463623047,0.1287689208984375,0.2042217254638672
104,0.3098583221435547,0.1171112060546875,0.1927471160888672
105,0.3781013488769531,0.12585830688476562,0.2522430419921875
106,0.3523845672607422,0.14101791381835938,0.2113666534423828
107,0.3347797393798828,0.1511383056640625,0.1836414337158203
108,0.322418212890625,0.14209365844726562,0.18032455444335938
109,0.4840354919433594,0.0889739990234375,0.3950614929199219
110,0.3907356262207031,0.12636566162109375,0.2643699645996094
111,0.37738037109375,0.13795852661132812,0.23942184448242188
112,0.3501853942871094,0.15511322021484375,0.19507217407226562
113,0.3199348449707031,0.12099075317382812,0.198944091796875
114,0.3615455627441406,0.1222381591796875,0.23930740356445312
115,0.3451976776123047,0.11511993408203125,0.23007774353027344
116,0.38139915466308594,0.10374832153320312,0.2776508331298828
117,0.37438201904296875,0.11510467529296875,0.25927734375
118,0.3363494873046875,0.13237380981445312,0.20397567749023438
119,0.3185844421386719,0.1410675048828125,0.17751693725585938
120,0.4177665710449219,0.09702301025390625,0.3207435607910156
121,0.3082160949707031,0.15203857421875,0.15617752075195312
122,0.3296775817871094,0.12824249267578125,0.20143508911132812
123,0.3859405517578125,0.0909576416015625,0.29498291015625
124,0.3618736267089844,0.0962371826171875,0.2656364440917969
125,0.3451652526855469,0.08840560913085938,0.2567596435546875
126,0.45661163330078125,0.08213043212890625,0.374481201171875
127,0.42315673828125,0.08876800537109375,0.33438873291015625
128,0.3654823303222656,0.15375900268554688,0.21172332763671875
129,0.3333549499511719,0.20011138916015625,0.13324356079101562
130,0.3457145690917969,0.17940139770507812,0.16631317138671875
131,0.4120140075683594,0.1075592041015625,0.3044548034667969
132,0.3682994842529297,0.12752914428710938,0.2407703399658203
133,0.2729511260986328,0.15808868408203125,0.11486244201660156
134,0.2956581115722656,0.157562255859375,0.13809585571289062
135,0.2929840087890625,0.16303253173828125,0.12995147705078125
136,0.29247283935546875,0.14234161376953125,0.1501312255859375
137,0.3046531677246094,0.15372467041015625,0.15092849731445312
138,0.30384063720703125,0.14229583740234375,0.1615447998046875
139,0.3134765625,0.13657379150390625,0.17690277099609375
140,0.3851356506347656,0.131378173828125,0.2537574768066406
141,0.3630485534667969,0.1588592529296875,0.20418930053710938
142,0.36753082275390625,0.158050537109375,0.20948028564453125
143,0.313934326171875,0.18584442138671875,0.12808990478515625
144,0.2710399627685547,0.1483001708984375,0.12273979187011719
145,0.34478123982747394,0.11627833048502605,0.2285029093424479
146,0.3888511657714844,0.10680389404296875,0.2820472717285156
147,0.28188514709472656,0.13072967529296875,0.1511554718017578
148,0.2711753845214844,0.16567230224609375,0.10550308227539062
149,0.343109130859375,0.14087295532226562,0.20223617553710938
150,0.3205127716064453,0.14334487915039062,0.1771678924560547
151,0.27526283264160156,0.15460205078125,0.12066078186035156
152,0.28345489501953125,0.1625518798828125,0.12090301513671875
153,0.3030853271484375,0.16424560546875,0.1388397216796875
154,0.2864570617675781,0.127410888671875,0.15904617309570312
155,0.33557891845703125,0.14543533325195312,0.19014358520507812
156,0.3042011260986328,0.15998077392578125,0.14422035217285156
157,0.39635467529296875,0.13755035400390625,0.2588043212890625
158,0.22626495361328125,0.22389602661132812,0.002368927001953125
159,0.28354835510253906,0.19326210021972656,0.0902862548828125
160,0.30529022216796875,0.16939926147460938,0.13589096069335938
161,0.31415748596191406,0.1418304443359375,0.17232704162597656
162,0.30105018615722656,0.13921356201171875,0.1618366241455078
163,0.31435203552246094,0.15273284912109375,0.1616191864013672
164,0.41440582275390625,0.08933639526367188,0.3250694274902344
165,0.45230865478515625,0.07091140747070312,0.3813972473144531
166,0.41652679443359375,0.09122467041015625,0.3253021240234375
167,0.38364410400390625,0.14608383178710938,0.23756027221679688
168,0.3894767761230469,0.1426544189453125,0.24682235717773438
169,0.305206298828125,0.14537429809570312,0.15983200073242188
170,0.2985992431640625,0.150115966796875,0.1484832763671875
